method,x_he,temperature_K,volume_A3,pressure_GPa_used,energy_eV_per_atom,rho_invA3_used,density_g_cm3
vdW-DF,0.125,10000,132.0,213.321,-0.245765,0.45454545454545453,0.962237202636871
vdW-DF,0.125,10000,96.0,403.977,0.458812,0.625,1.3230761536256976
vdW-DF,0.125,10000,94.9998,412.636,0.487821,0.6315802770111095,1.3370060857819381
vdW-DF,0.125,10000,88.00019999999999,482.09499999999997,0.723867,0.6818166322349268,1.443352523608662
vdW-DF,0.125,10000,85.9998,505.194,0.79595,0.6976760411070724,1.4769256527115988
vdW-DF,0.125,10000,85.0002,516.763,0.83339,0.7058806920454305,1.4942942575201819
vdW-DF,0.125,10000,84.0,529.1940000000001,0.872815,0.7142857142857143,1.5120870327150828
vdW-DF,0.125,10000,79.9998,583.899,1.04126,0.7500018750046876,1.587695353589221
vdW-DF,0.125,10000,76.00019999999999,647.745,1.23635,0.7894716066536668,1.6712496907648529
vdW-DF,0.125,10000,72.0,722.142,1.44849,0.8333333333333334,1.7641015381675966
vdW-DF,0.125,10000,67.9998,810.3870000000001,1.69028,0.8823555363398129,1.8678777106413103
vdW-DF,0.125,10000,64.0002,915.1099999999999,1.97357,0.9374970703216552,1.9846080285384566
vdW-DF,0.125,10000,61.0002,1008.52,2.21791,0.9836033324480904,2.08221138206214
vdW-DF,0.125,10000,60.0,1041.73,2.29759,1.0,2.116921845801116
vdW-DF,0.125,10000,57.0,1154.6799999999998,2.57739,1.0526315789473684,2.2283387850538063
vdW-DF,0.125,10000,55.99998,1195.76,2.67363,1.0714289540817692,2.268131359119538
vdW-DF,0.125,10000,52.00002,1386.27,3.1112,1.1538457100593422,2.4426011903085225
vdW-DF,0.125,10000,48.0,1626.23,3.63337,1.25,2.6461523072513953
vdW-DF,0.125,10000,43.99998,1933.22,4.259,1.3636369834713562,2.8867129200528487
vdW-DF,0.125,10000,40.00002,2334.09,5.01846,1.499999250000375,3.1753811810110832
vdW-DF,0.125,10000,39.0,2453.22,5.23058,1.5384615384615385,3.2568028396940245
vdW-DF,0.125,10000,37.99998,2583.3100000000004,5.46138,1.5789481994464207,3.3425099367964655
vdW-DF,0.125,10000,37.00002,2721.46,5.69959,1.6216207450698676,3.432844380842685
vdW-DF,0.125,10000,36.0,2873.96,5.96281,1.6666666666666667,3.5282030763351933
vdW-DF,0.125,10000,31.999979999999997,3620.7299999999996,7.14324,1.8750011718757327,3.9692309416464315
vdW-DF,0.125,10000,28.00002,4701.54,8.68144,2.142855612245991,4.536257857961065
vdW-DF,0.125,10000,27.0,5048.09,9.14169,2.2222222222222223,4.704270768446924
vdW-DF,0.125,10000,24.0,6349.08,10.7415,2.5,5.2923046145027905
vdW-DF,0.125,10000,22.000020000000003,7522.4400000000005,12.0646,2.7272702479361377,5.773417967259436
vdW-DF,0.125,10000,19.99998,9053.18,13.6411,3.000003000003,6.3507718881752355
vdW-DF,0.125,10000,18.0,11117.7,15.5783,3.3333333333333335,7.0564061526703865
vdW-DF,0.125,10000,16.00002,13997.1,18.0015,3.7499953125058596,7.938446998695437
vdW-DF,0.25,1000,320.00024,16.3057,-2.83054,0.17499986875009843,0.459080671922667
vdW-DF,0.25,1000,159.99983999999998,91.3973,-2.22312,0.35000035000035007,0.9181629506292928
vdW-DF,0.25,1000,113.43472,199.243,-1.57184,0.4936760103079551,1.2950701971549339
vdW-DF,0.25,1000,106.66656,228.83499999999998,-1.42125,0.525000525000525,1.3772444259439387
vdW-DF,0.25,1000,91.4284,316.634,-0.993039,0.6125011484396533,1.6067865695409163
vdW-DF,0.25,1000,82.40904,397.35999999999996,-0.6512,0.6795370993279378,1.7826433264434907
vdW-DF,0.25,1000,79.99991999999999,425.94399999999996,-0.540188,0.7000007000007001,1.8363259012585855
vdW-DF,0.25,1000,64.00016,701.75,0.405316,0.8749978125054688,2.2953993426674986
vdW-DF,0.25,1000,52.852912,1065.3700000000001,1.45406,1.0595442688190955,2.779523769562871
vdW-DF,0.25,1000,33.782560000000004,2760.79,5.04413,1.657660047077545,4.348572908465631
vdW-DF,0.25,2000,320.00024,19.8053,-2.60964,0.17499986875009843,0.459080671922667
vdW-DF,0.25,2000,216.90592,50.1676,-2.3528,0.25817644811169743,0.6772794638090777
vdW-DF,0.25,2000,159.99983999999998,99.6058,-1.98257,0.35000035000035007,0.9181629506292928
vdW-DF,0.25,2000,159.83687999999998,99.8141,-1.9845,0.3503571891543429,0.9190990539518459
vdW-DF,0.25,2000,132.94064,149.548,-1.66076,0.4212406379268221,1.1050490293608841
vdW-DF,0.25,2000,106.66656,236.925,-1.13231,0.525000525000525,1.3772444259439387
vdW-DF,0.25,2000,91.4284,326.396,-0.679534,0.6125011484396533,1.6067865695409163
vdW-DF,0.25,2000,79.99991999999999,438.73800000000006,-0.236259,0.7000007000007001,1.8363259012585855
vdW-DF,0.25,2000,64.00016,719.533,0.687588,0.8749978125054688,2.2953993426674986
vdW-DF,0.25,3000,320.00024,23.4692,-2.42963,0.17499986875009843,0.459080671922667
vdW-DF,0.25,3000,162.90792,102.297,-1.77155,0.34375247072088333,0.9017727633783227
vdW-DF,0.25,3000,96.59944,300.843,-0.580985,0.5797135055855396,1.520774087247449
vdW-DF,0.25,3000,76.62704,500.608,0.19108,0.7308125173567973,1.9171551608233166
vdW-DF,0.25,3000,65.77256,698.832,0.83422,0.8514188895794842,2.2335442803901002
vdW-DF,0.25,3000,58.59448,897.7880000000001,1.40788,0.9557214263186566,2.5071632207439114
vdW-DF,0.25,3000,42.66668,1760.3400000000001,3.5011,1.3124995898438783,3.4431065457779866
vdW-DF,0.25,4000,320.00024,26.505499999999998,-2.26001,0.17499986875009843,0.459080671922667
vdW-DF,0.25,4000,286.11688000000004,33.6076,-2.17272,0.19572420893167852,0.5134472499302197
vdW-DF,0.25,4000,164.54424,102.067,-1.5107,0.3403340037913208,0.8928050303955624
vdW-DF,0.25,4000,116.00008,209.961,-0.805368,0.482758287752905,1.2664295162090813
vdW-DF,0.25,4000,114.99992,214.08399999999997,-0.787178,0.48695686049172904,1.2774437164357566
vdW-DF,0.25,4000,88.00008000000001,382.84,-0.0647204,0.6363630578517655,1.6693839959533523
vdW-DF,0.25,4000,85.00016,413.253,0.0541629,0.6588222892756909,1.7283017490157044
vdW-DF,0.25,4000,84.0,423.224,0.0854881,0.6666666666666666,1.7488800618406513
vdW-DF,0.25,4000,79.99991999999999,470.897,0.261149,0.7000007000007001,1.8363259012585855
vdW-DF,0.25,4000,75.99984,526.795,0.455893,0.736843656512961,1.9329767693539184
vdW-DF,0.25,4000,71.99976,592.218,0.6708,0.7777803703790124,2.040366873370338
vdW-DF,0.25,4000,68.00024,669.62,0.9202,0.8235265052005698,2.160373628013882
vdW-DF,0.25,4000,64.00016,762.951,1.20366,0.8749978125054688,2.2953993426674986
vdW-DF,0.25,4000,60.000080000000004,875.5150000000001,1.52474,0.9333320888905481,2.448428822005149
vdW-DF,0.25,4000,56.0,1014.1600000000001,1.90927,1.0,2.6233200927609768
vdW-DF,0.25,4000,55.000008,1054.0,2.01335,1.0181816700826662,2.6710164332087865
vdW-DF,0.25,4000,51.999976000000004,1185.67,2.35111,1.0769235739647263,2.825115249949629
vdW-DF,0.25,4000,48.289416,1385.94,2.83892,1.159674409812701,3.0421971803223857
vdW-DF,0.25,4000,48.000008,1402.81,2.87743,1.1666664722222546,3.0605395981312067
vdW-DF,0.25,4000,45.039120000000004,1602.76,3.33167,1.243363547067527,3.261740575628802
vdW-DF,0.25,4000,43.999984,1681.6,3.51036,1.2727277355373585,3.3387722412493313
vdW-DF,0.25,4000,41.691272,1881.3700000000001,3.93896,1.3432067987755327,3.5236613839610054
vdW-DF,0.25,4000,40.000016,2048.3799999999997,4.27727,1.399999440000224,3.6726466608067034
vdW-DF,0.25,4000,38.242008,2248.23,4.6723,1.464358252317713,3.8414804263054054
vdW-DF,0.25,4000,36.999984,2408.48,4.99371,1.5135141680061268,3.9704321276088854
vdW-DF,0.25,4000,35.999992,2543.96,5.23318,1.5555559012346447,4.0807210511217535
vdW-DF,0.25,4000,34.000008,2858.99,5.79611,1.6470584359862503,4.3207614890742
vdW-DF,0.25,4000,32.000023999999996,3234.0000000000005,6.43903,1.7499986875009845,4.590806719226671
vdW-DF,0.25,4000,29.999984,3686.76,7.17012,1.8666676622227532,4.896866784816109
vdW-DF,0.25,4000,28.0,4236.93,8.00935,2.0,5.2466401855219535
vdW-DF,0.25,4000,23.999976,5771.05,10.1151,2.333335666669,6.1210863375286175
vdW-DF,0.25,4000,21.999992,6864.27,11.4587,2.545455471074717,6.6775444824986625
vdW-DF,0.25,4000,20.000008,8296.550000000001,13.0753,2.799998880000448,7.345293321613407
vdW-DF,0.25,4000,18.000024,10225.6,15.057,3.1111069629684938,8.16142940668383
vdW-DF,0.25,4000,15.999984000000001,12915.9,17.5328,3.5000035000035,9.181629506292925
vdW-DF,0.25,4000,14.0,16848.1,20.7181,4.0,10.493280371043907
vdW-DF,0.25,4000,12.000016,22941.6,24.9673,4.666660444452741,12.242144110025745
vdW-DF,0.25,6000,320.00024,30.388199999999998,-1.76386,0.17499986875009843,0.459080671922667
vdW-DF,0.25,6000,277.83,39.3391,-1.62747,0.2015621063240111,0.5287619234590026
vdW-DF,0.25,6000,172.51024,100.03599999999999,-1.09189,0.32461841105780154,0.8515780002080728
vdW-DF,0.25,6000,120.99976,209.028,-0.488588,0.4628108353272767,1.2141009634615367
vdW-DF,0.25,6000,120.00016000000001,212.751,-0.471192,0.46666604444527404,1.2242144110025746
vdW-DF,0.25,6000,88.00008000000001,410.10900000000004,0.339312,0.6363630578517655,1.6693839959533523
vdW-DF,0.25,6000,86.99991999999999,420.92,0.3874,0.6436787528080486,1.68857540552468
vdW-DF,0.25,6000,84.0,453.16799999999995,0.494939,0.6666666666666666,1.7488800618406513
vdW-DF,0.25,6000,82.99984,464.133,0.54007,0.6747000958074135,1.7699543179193442
vdW-DF,0.25,6000,79.99991999999999,501.912,0.66944,0.7000007000007001,1.8363259012585855
vdW-DF,0.25,6000,75.99984,559.773,0.867129,0.736843656512961,1.9329767693539184
vdW-DF,0.25,6000,71.99976,626.6759999999999,1.08454,0.7777803703790124,2.040366873370338
vdW-DF,0.25,6000,68.00024,706.996,1.33636,0.8235265052005698,2.160373628013882
vdW-DF,0.25,6000,64.00016,802.542,1.62052,0.8749978125054688,2.2953993426674986
vdW-DF,0.25,6000,60.000080000000004,918.482,1.95112,0.9333320888905481,2.448428822005149
vdW-DF,0.25,6000,57.999759999999995,985.4100000000001,2.13733,0.9655212366396,2.532871260064088
vdW-DF,0.25,6000,57.00016,1021.51,2.23496,0.9824533825869962,2.5772896987414544
vdW-DF,0.25,6000,56.0,1060.53,2.33565,1.0,2.6233200927609768
vdW-DF,0.25,6000,51.999976000000004,1235.83,2.77962,1.0769235739647263,2.825115249949629
vdW-DF,0.25,6000,48.35908,1434.91,3.26037,1.1580038329926872,3.037814722583943
vdW-DF,0.25,6000,48.000008,1457.5,3.3145,1.1666664722222546,3.0605395981312067
vdW-DF,0.25,6000,45.090584,1656.8300000000002,3.76668,1.2419444378897377,3.258017798008886
vdW-DF,0.25,6000,43.999984,1742.12,3.9537,1.2727277355373585,3.3387722412493313
vdW-DF,0.25,6000,41.723416,1942.23,4.37747,1.3421719832335877,3.5209467315575194
vdW-DF,0.25,6000,40.000016,2115.81,4.72594,1.399999440000224,3.6726466608067034
vdW-DF,0.25,6000,38.26088,2314.73,5.11625,1.4636359644629189,3.8395856340631656
vdW-DF,0.25,6000,37.999976000000004,2347.2400000000002,5.17606,1.473685141274826,3.86594784150955
vdW-DF,0.25,6000,36.999984,2478.03,5.42753,1.5135141680061268,3.9704321276088854
vdW-DF,0.25,6000,35.999992,2619.17,5.68737,1.5555559012346447,4.0807210511217535
vdW-DF,0.25,6000,34.000008,2939.29,6.25541,1.6470584359862503,4.3207614890742
vdW-DF,0.25,6000,32.000023999999996,3319.8700000000003,6.89998,1.7499986875009845,4.590806719226671
vdW-DF,0.25,6000,29.999984,3777.48,7.63215,1.8666676622227532,4.896866784816109
vdW-DF,0.25,6000,28.0,4336.24,8.47613,2.0,5.2466401855219535
vdW-DF,0.25,6000,23.999976,5889.64,10.5868,2.333335666669,6.1210863375286175
vdW-DF,0.25,6000,21.999992,6996.91,11.9444,2.545455471074717,6.6775444824986625
vdW-DF,0.25,6000,20.000008,8446.210000000001,13.5657,2.799998880000448,7.345293321613407
vdW-DF,0.25,6000,18.000024,10397.7,15.5557,3.1111069629684938,8.16142940668383
vdW-DF,0.25,8000,320.00024,34.205600000000004,-1.22812,0.17499986875009843,0.459080671922667
vdW-DF,0.25,8000,190.86704,90.4124,-0.815222,0.29339795912379635,0.7696767613445187
vdW-DF,0.25,8000,126.0,208.71599999999998,-0.194351,0.4444444444444444,1.165920041227101
vdW-DF,0.25,8000,124.99983999999999,211.863,-0.18055,0.448000573440734,1.1752489058755173
vdW-DF,0.25,8000,91.0,407.627,0.618571,0.6153846153846154,1.6143508263144475
vdW-DF,0.25,8000,89.99984,417.22900000000004,0.65287,0.6222233283970282,1.6322909595685358
vdW-DF,0.25,8000,74.45144,616.233,1.33518,0.7521681246192148,1.9731777544479285
vdW-DF,0.25,8000,64.90624,816.174,1.9438,0.8627829928216455,2.2633559607614724
vdW-DF,0.25,8000,58.999919999999996,991.747,2.43795,0.9491538293611246,2.489934311684062
vdW-DF,0.25,8000,57.999759999999995,1027.6999999999998,2.53083,0.9655212366396,2.532871260064088
vdW-DF,0.25,8000,57.00016,1064.04,2.62418,0.9824533825869962,2.5772896987414544
vdW-DF,0.25,8000,56.0,1104.0900000000001,2.73252,1.0,2.6233200927609768
vdW-DF,0.25,8000,55.000008,1144.58,2.83612,1.0181816700826662,2.6710164332087865
vdW-DF,0.25,8000,50.80068,1345.12,3.33263,1.1023474488924163,2.8918102118832802
vdW-DF,0.25,8000,47.441016000000005,1545.17,3.79848,1.1804131682171393,3.0966015819436645
vdW-DF,0.25,8000,44.670303999999994,1744.46,4.24003,1.2536292566981413,3.2886708179692423
vdW-DF,0.25,8000,42.331296,1943.68,4.66126,1.3228983114525952,3.470385721113162
vdW-DF,0.25,8000,40.319272000000005,2143.29,5.06563,1.3889139665021728,3.643565915441496
vdW-DF,0.25,8000,38.561319999999995,2344.1099999999997,5.45662,1.452232444325039,3.8096705505572612
vdW-DF,0.25,8000,37.999976000000004,2413.2999999999997,5.58794,1.473685141274826,3.86594784150955
vdW-DF,0.25,8000,36.999984,2545.93,5.83803,1.5135141680061268,3.9704321276088854
vdW-DF,0.25,10000,320.00024,38.9914,-0.807116,0.17499986875009843,0.459080671922667
vdW-DF,0.25,10000,131.00024000000002,209.01399999999998,0.0902476,0.42748013286082526,1.1214172217899347
vdW-DF,0.25,10000,130.00008,212.393,0.103204,0.4307689656806365,1.1300448830078773
vdW-DF,0.25,10000,95.00008000000001,396.649,0.850759,0.5894731878120523,1.5463768577312218
vdW-DF,0.25,10000,93.99991999999999,405.288,0.887432,0.595745187868245,1.5628303215004302
vdW-DF,0.25,10000,92.99976,414.464,0.919965,0.6021520915752901,1.5796376807275063
vdW-DF,0.25,10000,88.00008000000001,462.9,1.09128,0.6363630578517655,1.6693839959533523
vdW-DF,0.25,10000,85.00016,496.075,1.20859,0.6588222892756909,1.7283017490157044
vdW-DF,0.25,10000,84.0,507.826,1.24621,0.6666666666666666,1.7488800618406513
vdW-DF,0.25,10000,79.99991999999999,560.366,1.42586,0.7000007000007001,1.8363259012585855
vdW-DF,0.25,10000,75.99984,620.736,1.62167,0.736843656512961,1.9329767693539184
vdW-DF,0.25,10000,71.99976,692.452,1.84689,0.7777803703790124,2.040366873370338
vdW-DF,0.25,10000,68.00024,776.881,2.10574,0.8235265052005698,2.160373628013882
vdW-DF,0.25,10000,64.00016,877.534,2.39389,0.8749978125054688,2.2953993426674986
vdW-DF,0.25,10000,60.000080000000004,998.612,2.72568,0.9333320888905481,2.448428822005149
vdW-DF,0.25,10000,58.999919999999996,1032.03,2.81466,0.9491538293611246,2.489934311684062
vdW-DF,0.25,10000,56.0,1145.65,3.10794,1.0,2.6233200927609768
vdW-DF,0.25,10000,55.000008,1187.97,3.21728,1.0181816700826662,2.6710164332087865
vdW-DF,0.25,10000,51.999976000000004,1328.63,3.5665,1.0769235739647263,2.825115249949629
vdW-DF,0.25,10000,48.000008,1558.56,4.10191,1.1666664722222546,3.0605395981312067
vdW-DF,0.25,10000,43.999984,1852.88,4.74639,1.2727277355373585,3.3387722412493313
vdW-DF,0.25,10000,40.000016,2238.1,5.52588,1.399999440000224,3.6726466608067034
vdW-DF,0.25,10000,39.000023999999996,2353.83,5.75064,1.4358965522687885,3.766816276692925
vdW-DF,0.25,10000,37.999976000000004,2478.24,5.98678,1.473685141274826,3.86594784150955
vdW-DF,0.25,10000,36.999984,2611.14,6.22926,1.5135141680061268,3.9704321276088854
vdW-DF,0.25,10000,35.999992,2757.11,6.49932,1.5555559012346447,4.0807210511217535
vdW-DF,0.25,10000,32.000023999999996,3476.1499999999996,7.71455,1.7499986875009845,4.590806719226671
vdW-DF,0.25,10000,28.0,4516.74,9.30058,2.0,5.2466401855219535
vdW-DF,0.25,10000,27.000008,4850.49,9.77526,2.0740734595337895,5.440958580257261
vdW-DF,0.25,10000,26.000016,5221.889999999999,10.2789,2.153844828403183,5.650224415039387
vdW-DF,0.25,10000,23.999976,6107.19,11.4354,2.333335666669,6.1210863375286175
vdW-DF,0.25,10000,21.999992,7235.91,12.7902,2.545455471074717,6.6775444824986625
vdW-DF,0.25,10000,20.000008,8713.77,14.4203,2.799998880000448,7.345293321613407
vdW-DF,0.25,10000,18.000024,10706.1,16.4295,3.1111069629684938,8.16142940668383
vdW-DF,0.25,10000,15.999984000000001,13481.3,18.9314,3.5000035000035,9.181629506292925
vdW-DF,0.375,1000,320.0002,15.417300000000001,-2.54562,0.16249989843756346,0.5212388606043448
vdW-DF,0.375,1000,159.99984,85.73610000000001,-1.94373,0.325000325000325,1.0424794152366805
vdW-DF,0.375,1000,110.63623999999999,198.679,-1.23935,0.4700087421626043,1.5076121498811101
vdW-DF,0.375,1000,106.66656,214.835,-1.15336,0.48750048750048747,1.563719122855021
vdW-DF,0.375,1000,91.42848000000001,302.71,-0.704054,0.5687505687505687,1.8243389766641909
vdW-DF,0.375,1000,80.73988,395.345,-0.291994,0.6440435631066085,2.065850725083595
vdW-DF,0.375,1000,79.99992,408.031,-0.246374,0.65000065000065,2.084958830473361
vdW-DF,0.375,1000,64.00004,671.103,0.727089,0.8124994921878174,2.606194303021724
vdW-DF,0.375,1000,52.28287999999999,1046.6100000000001,1.86554,0.9945894334818588,3.1902706897776576
vdW-DF,0.375,1000,33.85772,2650.12,5.50857,1.5358387983597241,4.926396096404674
vdW-DF,0.375,2000,320.0002,18.8047,-2.32981,0.16249989843756346,0.5212388606043448
vdW-DF,0.375,2000,211.96448,49.7336,-2.05076,0.24532412223029065,0.7869079745868858
vdW-DF,0.375,2000,159.99984,94.83709999999999,-1.70249,0.325000325000325,1.0424794152366805
vdW-DF,0.375,2000,156.24804,99.21809999999999,-1.65927,0.3328041746955674,1.0675112445644916
vdW-DF,0.375,2000,130.06552,149.208,-1.34005,0.3997985015552162,1.2824039733294608
vdW-DF,0.375,2000,106.66656,229.76800000000003,-0.87432,0.48750048750048747,1.563719122855021
vdW-DF,0.375,2000,91.42848000000001,317.954,-0.411133,0.5687505687505687,1.8243389766641909
vdW-DF,0.375,2000,79.99992,423.21999999999997,0.0569462,0.65000065000065,2.084958830473361
vdW-DF,0.375,2000,64.00004,689.639,1.01975,0.8124994921878174,2.606194303021724
vdW-DF,0.375,3000,320.0002,22.1988,-2.16934,0.16249989843756346,0.5212388606043448
vdW-DF,0.375,3000,162.942,97.1449,-1.51013,0.31913196106590075,1.0236558998978929
vdW-DF,0.375,3000,95.18184,301.645,-0.254386,0.5463227018935545,1.752398773139524
vdW-DF,0.375,3000,75.31056,500.303,0.574746,0.6904742176927114,2.2147828888958263
vdW-DF,0.375,3000,64.55748,698.427,1.26003,0.8054837332560069,2.5836903739297514
vdW-DF,0.375,3000,57.46936,897.7779999999999,1.87763,0.9048299824462983,2.9023559622233908
vdW-DF,0.375,3000,42.666676,1688.7799999999997,3.93232,1.2187497333984958,3.909293042681892
vdW-DF,0.375,4000,320.0002,25.4272,-1.98393,0.16249989843756346,0.5212388606043448
vdW-DF,0.375,4000,273.97812,34.785199999999996,-1.87315,0.18979617788456976,0.6087951097743224
vdW-DF,0.375,4000,163.80311999999998,100.759,-1.28014,0.3174542707123039,1.018274497098483
vdW-DF,0.375,4000,114.00012,212.106,-0.487144,0.45613987072996065,1.4631260005793194
vdW-DF,0.375,4000,113.00016000000001,216.011,-0.46567,0.4601763395733245,1.4760734820301356
vdW-DF,0.375,4000,88.00012,368.904,0.247859,0.5909082851250658,1.89541263854143
vdW-DF,0.375,4000,83.99976000000001,408.197,0.410806,0.6190493877601554,1.9856787643341176
vdW-DF,0.375,4000,82.9998,419.28200000000004,0.462792,0.6265075337530934,2.009601705560284
vdW-DF,0.375,4000,79.99992,453.323,0.589647,0.65000065000065,2.084958830473361
vdW-DF,0.375,4000,76.00008,506.22999999999996,0.792413,0.684209806094941,2.194689000868979
vdW-DF,0.375,4000,72.00023999999999,569.129,1.01772,0.7222198148228396,2.3166108840909763
vdW-DF,0.375,4000,67.99988,642.7819999999999,1.275,0.7647072318362914,2.4528946174781847
vdW-DF,0.375,4000,64.00004,731.9499999999999,1.56247,0.8124994921878174,2.606194303021724
vdW-DF,0.375,4000,60.0002,840.5369999999999,1.90611,0.8666637777874073,2.779933060909171
vdW-DF,0.375,4000,55.999840000000006,972.469,2.29176,0.9285740816402331,2.9785181465011763
vdW-DF,0.375,4000,54.999880000000005,1010.6999999999999,2.40539,0.9454566082689634,3.032670973848715
vdW-DF,0.375,4000,53.999919999999996,1050.8100000000002,2.52077,0.9629643895768735,3.0888293842132075
vdW-DF,0.375,4000,52.0,1137.18,2.74965,1.0,3.2076257623300473
vdW-DF,0.375,4000,48.146904,1337.16,3.27442,1.0800279079211408,3.464325341483275
vdW-DF,0.375,4000,48.000004000000004,1345.1299999999999,3.29664,1.0833332430555629,3.4749276196135828
vdW-DF,0.375,4000,44.930288000000004,1544.9199999999998,3.78063,1.1573484683650368,3.712340763120914
vdW-DF,0.375,4000,44.000008,1613.5100000000002,3.9508,1.1818179669421878,3.790829757148282
vdW-DF,0.375,4000,41.599324,1812.77,4.41345,1.2500203128300833,4.00959735886964
vdW-DF,0.375,4000,40.000012,1965.31,4.74095,1.299999610000117,4.16991224005539
vdW-DF,0.375,4000,38.178920000000005,2164.11,5.15942,1.3620081448087058,4.368812413791758
vdW-DF,0.375,4000,36.999976000000004,2312.02,5.48291,1.4054063170203137,4.5080175090157475
vdW-DF,0.375,4000,36.000016,2442.14,5.72932,1.444443802469421,4.633235153038888
vdW-DF,0.375,4000,33.999992,2745.7000000000003,6.31298,1.5294121245675587,4.905781731982833
vdW-DF,0.375,4000,32.00002,3106.9500000000003,6.9763,1.6249989843756347,5.212388606043448
vdW-DF,0.375,4000,29.999996,3543.5699999999997,7.73455,1.7333335644444754,5.559885396023468
