#x_He	T[K]	v[A^3/atom]	p[Mbar]]	u[eV/atom]
0.40625	13000	2.1374	3.13652	1.51058
0.40625	13000	1.17419	10.014	3.89693
0.40625	13000	1.06918	12.026	4.45974
0.40625	13000	0.987708	14.0351	4.9806
0.40625	13000	0.922273	16.0597	5.48559
0.40625	13000	0.868396	18.0574	5.95737
0.40625	13000	0.823204	20.0383	6.40766
0.40625	13000	0.784749	22.0055	6.82844
0.40625	13000	0.751655	23.945	7.23101
0.40625	13000	0.627451	34.0433	9.13412
0.4375	13000	2.56	2.28589	1.2476
0.4375	13000	2.18015	3.10282	1.62163
0.4375	13000	1.18963	10.0343	4.06152
0.4375	13000	1.08453	12.021	4.63075
0.4375	13000	1.00256	14.0089	5.16143
0.4375	13000	0.936232	16.028	5.6708
0.4375	13000	0.881164	18.0359	6.14772
0.4375	13000	0.834586	20.0577	6.61105
0.4375	13000	0.794632	22.0729	7.04579
0.4375	13000	0.759986	24.0824	7.47378
0.4375	13000	0.64	33.7	9.33025
0.46875	13000	2.61224	2.26022	1.34222
0.46875	13000	2.22464	3.0646	1.72048
0.46875	13000	1.20632	10.0365	4.2421
0.46875	13000	1.09951	12.0296	4.8137
0.46875	13000	1.01689	14.0222	5.34812
0.46875	13000	0.950404	16.0063	5.85591
0.46875	13000	0.895284	17.9919	6.3446
0.46875	13000	0.848478	19.9775	6.79216
0.46875	13000	0.807953	21.9844	7.25209
0.46875	13000	0.772302	24.0101	7.68598
0.46875	13000	0.653061	33.2974	9.4936
0.5	13000	2.66667	2.23472	1.43923
0.5	13000	2.27099	3.02688	1.82111
0.5	13000	1.22391	10.0416	4.41029
0.5	13000	1.11522	12.044	4.99995
0.5	13000	1.03111	14.0413	5.54754
0.5	13000	0.963477	16.0447	6.07265
0.5	13000	0.907492	18.028	6.55218
0.5	13000	0.860088	20.0314	7.02836
0.5	13000	0.819208	22.0407	7.48469
0.5	13000	0.783427	24.0551	7.92563
0.5	13000	0.666667	32.9576	9.69044
0.53125	13000	2.7234	2.21108	1.55406
0.53125	13000	2.31931	2.99325	1.94167
0.53125	13000	1.24355	10.0286	4.57903
0.53125	13000	1.13285	12.0285	5.17798
0.53125	13000	1.04752	14.0235	5.7385
0.53125	13000	0.979079	16.0198	6.27225
0.53125	13000	0.922428	17.9942	6.76418
0.53125	13000	0.874338	19.9855	7.24182
0.53125	13000	0.832651	21.9856	7.69928
0.53125	13000	0.795881	24.0323	8.15216
0.53125	13000	0.680851	32.5971	9.88974
0.5625	13000	2.78261	2.18233	1.64718
0.5625	13000	2.36973	2.95736	2.05372
0.5625	13000	1.26156	10.0428	4.7708
0.5625	13000	1.14978	12.0431	5.37703
0.5625	13000	1.06305	14.0507	5.9483
0.5625	13000	0.993196	16.0573	6.48968
0.5625	13000	0.935367	18.0694	7.004
0.5625	13000	0.88648	20.0628	7.48403
0.5625	13000	0.844463	22.059	7.94993
0.5625	13000	0.807863	24.0701	8.39738
0.5625	13000	0.695652	32.2377	10.0829
0.59375	13000	2.84444	2.15414	1.75359
0.59375	13000	2.42239	2.92322	2.17278
0.59375	13000	1.28014	10.0668	4.95878
0.59375	13000	1.16679	12.0824	5.58023
0.59375	13000	1.07926	14.0699	6.1496
0.59375	13000	1.00893	16.0628	6.69914
0.59375	13000	0.95068	18.0563	7.2234
0.59375	13000	0.901269	20.0452	7.71112
0.59375	13000	0.858549	22.0581	8.1941
0.59375	13000	0.821027	24.0687	8.65455
0.59375	13000	0.711111	31.8912	10.3063
0.625	13000	2.90909	2.12901	1.87311
0.625	13000	2.47744	2.88417	2.27498
0.625	13000	1.30156	10.0596	5.14784
0.625	13000	1.18643	12.0649	5.77049
0.625	13000	1.09721	14.0643	6.36133
0.625	13000	1.02537	16.0634	6.92143
0.625	13000	0.9659	18.0786	7.45759
0.625	13000	0.915589	20.0771	7.9569
0.625	13000	0.872309	22.0775	8.44016
0.625	13000	0.83457	24.0833	8.90841
0.625	13000	0.727273	31.5446	10.5039
0.65625	13000	2.97674	2.1067	1.99941
0.65625	13000	2.53506	2.8503	2.40524
0.65625	13000	1.32683	10.0125	5.32329
0.65625	13000	1.20767	12.037	5.97543
0.65625	13000	1.11581	14.0745	6.58487
0.65625	13000	1.04236	16.0931	7.15931
0.65625	13000	0.981928	18.1015	7.70431
0.65625	13000	0.93104	20.1019	8.21364
0.65625	13000	0.887353	22.0868	8.70643
0.65625	13000	0.849235	24.0858	9.18073
0.65625	13000	0.744186	31.1972	10.7388
0.6875	13000	3.04762	2.06997	2.09161
0.6875	13000	2.59541	2.80821	2.51061
0.6875	13000	1.34764	10.0428	5.52633
0.6875	13000	1.22834	12.0553	6.1899
0.6875	13000	1.13578	14.0595	6.79512
0.6875	13000	1.06127	16.0783	7.38327
0.6875	13000	0.999614	18.0962	7.9408
0.6875	13000	0.947493	20.1016	8.45915
0.6875	13000	0.902679	22.1089	8.9659
0.6875	13000	0.863607	24.1238	9.45044
0.6875	13000	0.761905	30.8559	10.9592
0.71875	13000	3.12195	2.03258	2.19255
0.71875	13000	2.65872	2.77464	2.64292
0.71875	13000	1.3717	10.0439	5.73591
0.71875	13000	1.25009	12.0556	6.39741
0.71875	13000	1.15612	14.0633	7.02984
0.71875	13000	1.08087	16.062	7.61852
0.71875	13000	1.01898	18.055	8.1793
0.71875	13000	0.967017	20.0154	8.70475
0.71875	13000	0.922649	21.9511	9.18711
0.71875	13000	0.884251	23.8661	9.66885
0.71875	13000	0.780488	30.5321	11.2029
0.75	13000	3.2	2.01183	2.32126
0.75	13000	2.72519	2.73039	2.75364
0.75	13000	1.39593	10.057	5.94529
0.75	13000	1.273	12.066	6.62826
0.75	13000	1.17765	14.0637	7.25763
0.75	13000	1.1009	16.0665	7.86733
0.75	13000	1.03737	18.0828	8.43775
0.75	13000	0.98368	20.0527	8.96505
0.75	13000	0.937528	22.074	9.49702
0.75	13000	0.897315	24.0687	10.0067
0.75	13000	0.8	30.1678	11.4323
0.78125	13000	3.28205	1.98657	2.45441
0.78125	13000	2.79506	2.69331	2.88083
0.78125	13000	1.42255	10.0564	6.15404
0.78125	13000	1.29768	12.0601	6.85191
0.78125	13000	1.20044	14.0595	7.48875
0.78125	13000	1.12184	16.0718	8.11297
0.78125	13000	1.05658	18.1033	8.69661
0.78125	13000	1.00128	20.1322	9.25747
0.78125	13000	0.953685	22.1658	9.79567
0.78125	13000	0.912203	24.2023	10.3196
0.78125	13000	0.820513	29.8058	11.6526
0.8125	13000	3.36842	1.95497	2.56699
0.8125	13000	2.86862	2.65558	3.01336
0.8125	13000	1.45115	10.0405	6.36049
0.8125	13000	1.32178	12.075	7.08112
0.8125	13000	1.22228	14.1142	7.75238
0.8125	13000	1.1429	16.1096	8.36207
0.8125	13000	1.07763	18.0979	8.95408
0.8125	13000	1.02263	20.0789	9.52341
0.8125	13000	0.975292	22.0464	10.0527
0.8125	13000	0.933808	24.0518	10.5881
0.8125	13000	0.842105	29.4905	11.8994
0.84375	13000	3.45946	1.92195	2.67424
0.84375	13000	2.94615	2.60895	3.12629
0.84375	13000	1.47649	10.101	6.60483
0.84375	13000	1.35143	12.0405	7.30813
0.84375	13000	1.25345	13.9737	7.94881
0.84375	13000	1.17388	15.9048	8.55959
0.84375	13000	1.10783	17.8447	9.14696
0.84375	13000	1.05224	19.7711	9.7139
0.84375	13000	1.00508	21.6549	10.2444
0.84375	13000	0.964884	23.4832	10.7338
0.84375	13000	0.864865	29.1479	12.1594
0.875	13000	3.55556	1.89424	2.8102
0.875	13000	3.02798	2.57298	3.26319
0.875	13000	1.50907	10.0808	6.8129
0.875	13000	1.3773	12.0711	7.54303
0.875	13000	1.27504	14.0714	8.21404
0.875	13000	1.19263	16.0752	8.87825
0.875	13000	1.12435	18.0685	9.49697
0.875	13000	1.06653	20.0923	10.0933
0.875	13000	1.01675	22.0819	10.6464
0.875	13000	0.973283	24.0586	11.1823
0.875	13000	0.888889	28.821	12.4208
0.90625	13000	3.65714	1.86104	2.93919
0.90625	13000	3.1145	2.52989	3.4083
0.90625	13000	1.54148	10.0642	7.00761
0.90625	13000	1.40464	12.1165	7.79571
0.90625	13000	1.29928	14.1416	8.47598
0.90625	13000	1.21524	16.1725	9.15947
0.90625	13000	1.14634	18.1631	9.7911
0.90625	13000	1.08856	20.1323	10.3795
0.90625	13000	1.03921	22.0805	10.9564
0.90625	13000	0.996366	24.0127	11.4915
0.90625	13000	0.914286	28.4596	12.6512
0.9375	13000	3.76471	1.8212	3.07558
0.9375	13000	3.2061	2.48199	3.52139
0.9375	13000	1.57109	10.102	7.22771
0.9375	13000	1.43673	12.0888	7.98509
0.9375	13000	1.33208	14.0675	8.70892
0.9375	13000	1.24744	16.051	9.34959
0.9375	13000	1.17714	18.009	9.98492
0.9375	13000	1.11763	19.9718	10.6277
0.9375	13000	1.06654	21.9317	11.1922
0.9375	13000	1.02218	23.8836	11.7347
0.9375	13000	0.941176	28.141	12.8996
0.96875	13000	3.87879	1.78559	3.15234
0.96875	13000	3.30326	2.42383	3.58933
0.96875	13000	1.60738	10.0964	7.46118
0.96875	13000	1.46704	12.1269	8.24022
0.96875	13000	1.35983	14.1037	8.93173
0.96875	13000	1.27459	16.0933	9.63373
0.96875	13000	1.20444	18.018	10.2597
0.96875	13000	1.14498	19.9358	10.8624
0.96875	13000	1.09324	21.8749	11.4626
0.96875	13000	1.0472	23.8435	12.0205
0.96875	13000	0.969697	27.8139	13.1066
1	13000	4	1.74322	3.24655
1	13000	3.40648	2.37154	3.70135
1	13000	1.63366	10.2316	7.70558
1	13000	1.48942	12.3181	8.52394
1	13000	1.37891	14.3873	9.28231
1	13000	1.29146	16.4348	10.0056
1	13000	1.22061	18.3946	10.6452
1	13000	1.16217	20.3124	11.2582
1	13000	1.11328	22.1272	11.7988
1	13000	1.07192	23.8787	12.3169
1	13000	1	27.4432	13.3223
0	14000	2	2.73262	0.159361
0	14000	1.70324	3.70895	0.477101
0	14000	1.01671	10.017	2.19181
0	14000	0.925309	12.0196	2.65298
0	14000	0.854434	14.0314	3.09359
0	14000	0.797425	16.0328	3.50694
0	14000	0.750303	18.0369	3.90195
0	14000	0.710517	20.0246	4.27517
0	14000	0.676355	22.0095	4.63163
0	14000	0.646611	24.0144	4.98605
0	14000	0.620414	25.9983	5.32013
0	14000	0.597116	27.9936	5.64877
0	14000	0.576217	29.9604	5.958
0.03125	14000	2.03175	2.7023	0.235727
0.03125	14000	1.73028	3.66897	0.559063
0.03125	14000	1.02759	10.0111	2.31389
0.03125	14000	0.935122	12.0195	2.78635
0.03125	14000	0.863313	14.0213	3.22744
0.03125	14000	0.805527	16.0395	3.6522
0.03125	14000	0.757813	18.0392	4.04822
0.03125	14000	0.717637	20.0421	4.43043
0.03125	14000	0.683287	22.0234	4.79222
0.03125	14000	0.653559	24.0013	5.14306
0.03125	14000	0.62757	25.9364	5.47161
0.03125	14000	0.60466	27.8568	5.78794
0.03125	14000	0.584322	29.7674	6.09946
0.0625	14000	2.06452	2.67513	0.31905
0.0625	14000	1.75818	3.63074	0.6428
0.0625	14000	1.03959	9.98632	2.43595
0.0625	14000	0.943906	12.0484	2.92607
0.0625	14000	0.870342	14.0931	3.3835
0.0625	14000	0.811826	16.1121	3.80572
0.0625	14000	0.763981	18.1304	4.21782
0.0625	14000	0.723952	20.1117	4.59814
0.0625	14000	0.689794	22.0629	4.957
0.0625	14000	0.660144	24.0235	5.30903
0.0625	14000	0.634016	25.9694	5.64738
0.0625	14000	0.610687	27.8997	5.96821
0.0625	14000	0.589611	29.8658	6.28939
0.09375	14000	2.09836	2.65228	0.40546
0.09375	14000	1.78701	3.59205	0.726557
0.09375	14000	1.05072	9.99546	2.57058
0.09375	14000	0.954584	12.0326	3.059
0.09375	14000	0.880543	14.0629	3.5178
0.09375	14000	0.821538	16.075	3.94826
0.09375	14000	0.773238	18.0731	4.35423
0.09375	14000	0.732826	20.0525	4.74344
0.09375	14000	0.698392	22.0067	5.11287
0.09375	14000	0.668587	23.9204	5.45427
0.09375	14000	0.642438	25.8453	5.79281
0.09375	14000	0.619223	27.7487	6.11855
0.09375	14000	0.598395	29.6285	6.42826
0.125	14000	2.13333	2.62632	0.490874
0.125	14000	1.81679	3.55582	0.822306
0.125	14000	1.06113	10.0076	2.7001
0.125	14000	0.965485	12.0214	3.19522
0.125	14000	0.891228	14.0404	3.65962
0.125	14000	0.831497	16.042	4.08926
0.125	14000	0.78217	18.0571	4.51039
0.125	14000	0.740607	20.0719	4.9104
0.125	14000	0.705015	22.0553	5.28156
0.125	14000	0.674133	24.0589	5.65146
0.125	14000	0.647047	26.0432	6.00521
0.125	14000	0.623065	28.008	6.34
0.125	14000	0.601665	29.9556	6.66419
0.15625	14000	2.16949	2.60004	0.573722
0.15625	14000	1.84758	3.52186	0.910511
0.15625	14000	1.07271	10.0208	2.8477
0.15625	14000	0.976168	12.0261	3.33908
0.15625	14000	0.901203	14.027	3.80415
0.15625	14000	0.840964	16.0453	4.25118
0.15625	14000	0.791354	18.0478	4.6686
0.15625	14000	0.749741	20.0293	5.06723
0.15625	14000	0.714336	21.9897	5.44264
0.15625	14000	0.683875	23.919	5.80205
0.15625	14000	0.657429	25.8153	6.14601
0.15625	14000	0.6343	27.6511	6.46153
0.15625	14000	0.613951	29.4511	6.76611
0.1875	14000	2.2069	2.57284	0.661552
0.1875	14000	1.87944	3.48193	1.00431
0.1875	14000	1.08503	10.0191	2.98178
0.1875	14000	0.987403	12.0231	3.48224
0.1875	14000	0.911538	14.041	3.96226
0.1875	14000	0.850552	16.0444	4.40322
0.1875	14000	0.800321	18.0542	4.83838
0.1875	14000	0.7582	20.0438	5.23894
0.1875	14000	0.722388	22.006	5.61894
0.1875	14000	0.691605	23.9462	5.98704
0.1875	14000	0.664917	25.8182	6.32422
0.1875	14000	0.641614	27.6644	6.6545
0.1875	14000	0.621153	29.453	6.96013
0.21875	14000	2.24561	2.54799	0.752505
0.21875	14000	1.91241	3.45244	1.10242
0.21875	14000	1.09773	10.0143	3.12077
0.21875	14000	0.999774	12.0023	3.62639
0.21875	14000	0.923512	13.9968	4.10443
0.21875	14000	0.861979	15.9878	4.55399
0.21875	14000	0.811081	18.0059	4.9923
0.21875	14000	0.768218	19.9865	5.39729
0.21875	14000	0.731637	21.9548	5.78401
0.21875	14000	0.700098	23.9207	6.16408
0.21875	14000	0.672693	25.8459	6.517
0.21875	14000	0.648732	27.7075	6.85031
0.21875	14000	0.627684	29.5301	7.1655
0.25	14000	2.28571	2.51996	0.841612
0.25	14000	1.94656	3.41285	1.19814
0.25	14000	1.11137	10.0147	3.263
0.25	14000	1.01137	12.0173	3.78392
0.25	14000	0.933559	14.0332	4.27608
0.25	14000	0.870875	16.0469	4.73254
0.25	14000	0.8191	18.0758	5.17927
0.25	14000	0.77553	20.095	5.5996
0.25	14000	0.73833	22.0928	5.99723
0.25	14000	0.706202	24.0761	6.37737
0.25	14000	0.678191	26.0382	6.74624
0.25	14000	0.653584	27.9642	7.0975
0.25	14000	0.631827	29.8611	7.4284
0.28125	14000	2.32727	2.49241	0.935581
0.28125	14000	1.98195	3.37218	1.29196
0.28125	14000	1.12413	10.0218	3.41453
0.28125	14000	1.02319	12.0295	3.94278
0.28125	14000	0.944722	14.0435	4.43822
0.28125	14000	0.881733	16.0498	4.9039
0.28125	14000	0.830035	18.0399	5.34723
0.28125	14000	0.786933	20.0024	5.7629
0.28125	14000	0.750587	21.9194	6.14722
0.28125	14000	0.719684	23.7817	6.5162
0.28125	14000	0.693247	25.5706	6.85953
0.28125	14000	0.67054	27.2645	7.17135
0.28125	14000	0.650987	28.8668	7.45821
0.3125	14000	2.37037	2.47014	1.03507
0.3125	14000	2.01866	3.3342	1.38743
0.3125	14000	1.13881	10.0213	3.56725
0.3125	14000	1.03645	12.0251	4.10704
0.3125	14000	0.95678	14.0448	4.60731
0.3125	14000	0.892611	16.0642	5.08326
0.3125	14000	0.839676	18.0788	5.53722
0.3125	14000	0.795237	20.0912	5.96343
0.3125	14000	0.757433	22.0777	6.37635
0.3125	14000	0.724944	24.0372	6.76703
0.3125	14000	0.696802	25.947	7.13157
0.3125	14000	0.672269	27.8181	7.47843
0.3125	14000	0.650776	29.613	7.80255
0.34375	14000	2.41509	2.4405	1.12494
0.34375	14000	2.05674	3.29827	1.49365
0.34375	14000	1.15251	10.0453	3.7321
0.34375	14000	1.04814	12.0644	4.27928
0.34375	14000	0.968009	14.0745	4.78134
0.34375	14000	0.904119	16.059	5.25621
0.34375	14000	0.851611	18.0438	5.71357
0.34375	14000	0.80737	20.0031	6.13874
0.34375	14000	0.769304	21.9613	6.55017
0.34375	14000	0.735957	23.9397	6.94972
0.34375	14000	0.706292	25.9264	7.3344
0.34375	14000	0.679551	27.9335	7.71207
0.34375	14000	0.655166	29.9849	8.08722
0.375	14000	2.46154	2.4166	1.23
0.375	14000	2.0963	3.26476	1.59749
0.375	14000	1.16782	10.0334	3.88307
0.375	14000	1.06276	12.0367	4.43105
0.375	14000	0.981398	14.0582	4.95347
0.375	14000	0.916081	16.0581	5.43663
0.375	14000	0.862206	18.0691	5.90726
0.375	14000	0.816823	20.0795	6.35663
0.375	14000	0.777935	22.0549	6.76691
0.375	14000	0.744142	24.0477	7.17893
0.375	14000	0.714429	26.0179	7.56494
0.375	14000	0.688038	27.9939	7.9435
0.375	14000	0.664394	29.9526	8.30962
0.40625	14000	2.5098	2.38261	1.31703
0.40625	14000	2.1374	3.22825	1.6998
0.40625	14000	1.18392	10.0258	4.03998
0.40625	14000	1.07715	12.0444	4.60703
0.40625	14000	0.994394	14.07	5.13597
0.40625	14000	0.928067	16.0865	5.639
0.40625	14000	0.873618	18.1004	6.11582
0.40625	14000	0.828133	20.0612	6.54402
0.40625	14000	0.789629	22.0262	6.97588
0.40625	14000	0.756696	23.9112	7.36042
0.40625	14000	0.728302	25.749	7.73141
0.40625	14000	0.703665	27.5216	8.07527
0.40625	14000	0.68218	29.241	8.40637
0.4375	14000	2.56	2.35567	1.41476
0.4375	14000	2.18015	3.19104	1.80856
0.4375	14000	1.19903	10.053	4.21934
0.4375	14000	1.09252	12.0422	4.78474
0.4375	14000	1.00943	14.0355	5.31024
0.4375	14000	0.942188	16.0468	5.81787
0.4375	14000	0.886364	18.0602	6.29656
0.4375	14000	0.839172	20.0985	6.76081
0.4375	14000	0.798738	22.1315	7.20607
0.4375	14000	0.763742	24.1368	7.63513
0.4375	14000	0.733214	26.1299	8.03638
0.4375	14000	0.70642	28.0762	8.41155
0.4375	14000	0.682792	30.0031	8.78671
0.46875	14000	2.61224	2.33345	1.52162
0.46875	14000	2.22464	3.15146	1.91195
0.46875	14000	1.21551	10.0631	4.38404
0.46875	14000	1.10737	12.0586	4.97131
0.46875	14000	1.02382	14.0368	5.49977
0.46875	14000	0.956622	16.0313	6.01146
0.46875	14000	0.900894	18.0119	6.49814
0.46875	14000	0.853539	19.9951	6.94774
0.46875	14000	0.81249	22.0133	7.40278
0.46875	14000	0.77632	24.0451	7.83418
0.46875	14000	0.744008	26.1246	8.26326
0.46875	14000	0.714804	28.233	8.68714
0.46875	14000	0.688145	30.4036	9.10677
0.5	14000	2.66667	2.30721	1.63013
0.5	14000	2.27099	3.11998	2.03245
0.5	14000	1.2328	10.0617	4.55536
0.5	14000	1.12265	12.0653	5.1466
0.5	14000	1.03759	14.0698	5.70544
0.5	14000	0.969281	16.0648	6.22088
0.5	14000	0.912769	18.0672	6.7109
0.5	14000	0.864917	20.0552	7.17958
0.5	14000	0.823631	22.0575	7.63363
0.5	14000	0.787454	24.0791	8.07328
0.5	14000	0.755346	26.1089	8.49738
0.5	14000	0.726531	28.1614	8.91583
0.5	14000	0.700431	30.2348	9.32772
0.53125	14000	2.7234	2.28161	1.74263
0.53125	14000	2.31931	3.07946	2.13217
0.53125	14000	1.25308	10.0352	4.73098
0.53125	14000	1.14074	12.0564	5.33699
0.53125	14000	1.05444	14.0444	5.89538
0.53125	14000	0.985357	16.0225	6.41505
0.53125	14000	0.928206	18.0069	6.91359
0.53125	14000	0.879632	19.9925	7.38928
0.53125	14000	0.837411	22.008	7.85662
0.53125	14000	0.800017	24.0505	8.30484
0.53125	14000	0.766368	26.1423	8.74918
0.53125	14000	0.735681	28.3177	9.19961
0.53125	14000	0.707372	30.5698	9.64429
0.5625	14000	2.78261	2.25208	1.83847
0.5625	14000	2.36973	3.04009	2.23906
0.5625	14000	1.27067	10.0629	4.92116
0.5625	14000	1.15733	12.0802	5.54158
0.5625	14000	1.06946	14.0723	6.09835
0.5625	14000	0.998733	16.0898	6.64551
0.5625	14000	0.940235	18.0959	7.16601
0.5625	14000	0.89083	20.1099	7.65227
0.5625	14000	0.848424	22.1117	8.11635
0.5625	14000	0.811541	24.1269	8.57205
0.5625	14000	0.779113	26.1037	8.99117
0.5625	14000	0.750346	28.1099	9.41959
0.5625	14000	0.724628	30.0608	9.80929
0.59375	14000	2.84444	2.22302	1.94716
0.59375	14000	2.42239	2.99999	2.35517
0.59375	14000	1.28838	10.1079	5.12662
0.59375	14000	1.17372	12.1109	5.74027
0.59375	14000	1.08544	14.112	6.32952
0.59375	14000	1.01459	16.0846	6.86129
0.59375	14000	0.9559	18.0832	7.38145
0.59375	14000	0.906049	20.0659	7.8726
0.59375	14000	0.862844	22.0805	8.35266
0.59375	14000	0.824776	24.1122	8.80947
0.59375	14000	0.790767	26.1853	9.27786
0.59375	14000	0.760029	28.2992	9.72243
0.59375	14000	0.731973	30.434	10.1599
0.625	14000	2.90909	2.19736	2.07655
0.625	14000	2.47744	2.97196	2.49372
0.625	14000	1.30987	10.0895	5.30194
0.625	14000	1.19329	12.1043	5.94377
0.625	14000	1.10315	14.1235	6.54479
0.625	14000	1.03067	16.1162	7.09577
0.625	14000	0.970705	18.1253	7.63379
0.625	14000	0.92	20.12	8.13103
0.625	14000	0.87638	22.1229	8.60871
0.625	14000	0.838334	24.1243	9.07595
0.625	14000	0.804768	26.1333	9.51827
0.625	14000	0.774877	28.1488	9.95416
0.625	14000	0.748043	30.1484	10.3843
0.65625	14000	2.97674	2.16502	2.17703
0.65625	14000	2.53506	2.93219	2.60918
0.65625	14000	1.33671	10.032	5.48426
0.65625	14000	1.21533	12.0693	6.14205
0.65625	14000	1.12205	14.1107	6.76184
0.65625	14000	1.0477	16.1283	7.31722
0.65625	14000	0.986686	18.1411	7.86737
0.65625	14000	0.935398	20.137	8.38336
0.65625	14000	0.891407	22.1152	8.86598
0.65625	14000	0.853023	24.11	9.33214
0.65625	14000	0.819028	26.1258	9.8023
0.65625	14000	0.78853	28.1221	10.236
0.65625	14000	0.760858	30.1604	10.679
0.6875	14000	3.04762	2.13806	2.30045
0.6875	14000	2.59541	2.88622	2.71552
0.6875	14000	1.35676	10.0731	5.70827
0.6875	14000	1.23581	12.0835	6.35874
0.6875	14000	1.14203	14.0948	6.97631
0.6875	14000	1.06659	16.1166	7.55905
0.6875	14000	1.00421	18.125	8.10626
0.6875	14000	0.951536	20.1386	8.63131
0.6875	14000	0.906293	22.1885	9.14426
0.6875	14000	0.866895	24.1861	9.63366
0.6875	14000	0.832193	26.2074	10.1003
0.6875	14000	0.801329	28.2152	10.5523
0.6875	14000	0.773648	30.2357	10.9903
0.71875	14000	3.12195	2.11528	2.43776
0.71875	14000	2.65872	2.85096	2.8481
0.71875	14000	1.38048	10.0775	5.91248
0.71875	14000	1.25702	12.1038	6.57955
0.71875	14000	1.16196	14.115	7.214
0.71875	14000	1.08613	16.1133	7.79672
0.71875	14000	1.02403	18.0791	8.34189
0.71875	14000	0.972115	20.0181	8.8572
0.71875	14000	0.927995	21.9341	9.35399
0.71875	14000	0.88999	23.8071	9.82606
0.71875	14000	0.856878	25.6407	10.2506
0.71875	14000	0.827756	27.4473	10.6802
0.71875	14000	0.801927	29.2044	11.0688
0.75	14000	3.2	2.07991	2.54524
0.75	14000	2.72519	2.80572	2.96807
0.75	14000	1.40436	10.0895	6.12133
0.75	14000	1.27988	12.1059	6.81568
0.75	14000	1.1835	14.1245	7.4413
0.75	14000	1.10602	16.1272	8.049
0.75	14000	1.04199	18.125	8.61246
0.75	14000	0.98793	20.127	9.1687
0.75	14000	0.94152	22.1245	9.67818
0.75	14000	0.901128	24.1093	10.1744
0.75	14000	0.86558	26.0855	10.65
0.75	14000	0.833995	28.0533	11.116
0.75	14000	0.805705	30.0223	11.5665
0.78125	14000	3.28205	2.0493	2.65353
0.78125	14000	2.79506	2.76849	3.09618
0.78125	14000	1.43119	10.0752	6.31921
0.78125	14000	1.30482	12.0947	7.02152
0.78125	14000	1.20644	14.1153	7.68869
0.78125	14000	1.12692	16.1277	8.30057
0.78125	14000	1.06088	18.1622	8.8857
0.78125	14000	1.00493	20.2066	9.44764
0.78125	14000	0.956759	22.252	10.0044
0.78125	14000	0.914785	24.3067	10.5195
0.78125	14000	0.877841	26.3773	11.0359
0.78125	14000	0.845054	28.4008	11.5062
0.78125	14000	0.815756	30.4498	11.9732
0.8125	14000	3.36842	2.01963	2.78003
0.8125	14000	2.86862	2.72912	3.22683
0.8125	14000	1.45963	10.0726	6.54255
0.8125	14000	1.32834	12.1237	7.26718
0.8125	14000	1.22774	14.1751	7.9454
0.8125	14000	1.14772	16.1738	8.57202
0.8125	14000	1.08209	18.1665	9.16265
0.8125	14000	1.02688	20.1232	9.69944
0.8125	14000	0.979384	22.1019	10.2406
0.8125	14000	0.937739	24.0724	10.7486
0.8125	14000	0.900613	26.0772	11.2619
0.8125	14000	0.867039	28.0924	11.7464
0.8125	14000	0.836289	30.1813	12.2588
0.84375	14000	3.45946	1.9854	2.90867
0.84375	14000	2.94615	2.6859	3.35663
0.84375	14000	1.48432	10.136	6.7743
0.84375	14000	1.35874	12.0653	7.477
0.84375	14000	1.26051	13.9952	8.13192
0.84375	14000	1.18095	15.9127	8.75675
0.84375	14000	1.11518	17.8282	9.33813
0.84375	14000	1.06021	19.6769	9.87125
0.84375	14000	1.01398	21.492	10.3729
0.84375	14000	0.975059	23.2247	10.8398
0.84375	14000	0.942338	24.8467	11.2665
0.84375	14000	0.914965	26.3377	11.6518
0.84375	14000	0.892251	27.659	11.9743
0.875	14000	3.55556	1.95254	3.03283
0.875	14000	3.02798	2.63518	3.46031
0.875	14000	1.51726	10.1058	6.99506
0.875	14000	1.38409	12.1119	7.71941
0.875	14000	1.28092	14.1182	8.41972
0.875	14000	1.19788	16.116	9.0693
0.875	14000	1.1291	18.1133	9.69471
0.875	14000	1.07088	20.1234	10.2806
0.875	14000	1.02075	22.1274	10.8563
0.875	14000	0.976956	24.1231	11.3882
0.875	14000	0.938264	26.1297	11.9153
0.875	14000	0.903739	28.1261	12.4305
0.875	14000	0.872678	30.1598	12.9145
0.90625	14000	3.65714	1.91777	3.14825
0.90625	14000	3.1145	2.59696	3.59562
0.90625	14000	1.55002	10.0978	7.21521
0.90625	14000	1.411	12.1635	7.97632
0.90625	14000	1.30431	14.2102	8.6981
0.90625	14000	1.21954	16.243	9.37581
0.90625	14000	1.15034	18.2365	10.0043
0.90625	14000	1.09258	20.1965	10.5837
0.90625	14000	1.04345	22.1192	11.1408
0.90625	14000	1.00099	24.0131	11.6595
0.90625	14000	0.963786	25.8807	12.1938
0.90625	14000	0.930774	27.7389	12.6643
0.90625	14000	0.901169	29.5745	13.132
0.9375	14000	3.76471	1.8781	3.24208
0.9375	14000	3.2061	2.55042	3.72437
0.9375	14000	1.57799	10.1757	7.43794
0.9375	14000	1.44263	12.1575	8.22893
0.9375	14000	1.33741	14.129	8.91322
0.9375	14000	1.25248	16.1063	9.57343
0.9375	14000	1.18209	18.0694	10.2217
0.9375	14000	1.12268	20.0188	10.8124
0.9375	14000	1.07183	21.9366	11.3701
0.9375	14000	1.02787	23.8364	11.9222
0.9375	14000	0.989576	25.7054	12.425
